Date,Ticker,Open,High,Low,Close,Volume
2024-05-29,RELIANCE,2855.42,2864.56,2839.47,2852.67,2620391
2024-05-30,RELIANCE,2850.83,2874.93,2844.71,2858.55,2663542
2024-05-31,RELIANCE,2809.19,2824.64,2808.82,2819.89,1454442
2024-06-03,RELIANCE,2810.04,2840.18,2805.75,2821.98,2210567
2024-06-04,RELIANCE,2853.84,2855.97,2841.33,2848.25,2950927
2024-06-05,RELIANCE,2919.82,2959.29,2905.76,2924.5,3903134
2024-06-06,RELIANCE,2983.02,2988.92,2975.5,2976.33,4117927
2024-06-07,RELIANCE,3081.43,3097.76,3066.38,3094.88,5133980
2024-06-10,RELIANCE,3047.7,3057.98,3040.1,3053.34,5192614
2024-06-11,RELIANCE,3103.82,3105.82,3101.77,3102.59,2712287
2024-06-12,RELIANCE,3122.83,3125.12,3099.2,3113.78,2865122
2024-06-13,RELIANCE,3234.07,3250.56,3230.98,3239.94,6784794
2024-06-14,RELIANCE,3198.12,3212.47,3186.58,3194.1,1687454
2024-06-17,RELIANCE,3159.28,3171.07,3143.94,3147.13,5587897
2024-06-18,RELIANCE,3117.9,3137.87,3100.89,3114.29,2972033
2024-06-19,RELIANCE,2990.37,3025.92,2971.62,2998.38,2626612
2024-06-20,RELIANCE,2956.9,2978.65,2955.75,2971.03,2660985
2024-06-21,RELIANCE,2942.44,2958.99,2929.99,2931.59,1709373
2024-06-24,RELIANCE,2926.33,2972.7,2919.62,2940.41,1649898
2024-06-25,RELIANCE,2970.54,2976.37,2957.32,2959.45,2691350
2024-06-26,RELIANCE,3062.91,3100.3,3054.5,3062.02,2617977
2024-06-27,RELIANCE,3129.46,3129.55,3112.59,3115.78,2152658
2024-06-28,RELIANCE,3093.74,3106.32,3076.56,3084.52,1710933
2024-07-01,RELIANCE,3051.07,3052.3,3025.19,3035.95,1418864
2024-07-02,RELIANCE,3059.3,3065.35,3059.09,3063.87,1574236
2024-07-03,RELIANCE,3000.82,3014.61,2973.81,2992.82,1940092
2024-07-04,RELIANCE,3091.02,3098.4,3090.41,3094.05,5978527
2024-07-05,RELIANCE,3160.75,3165.4,3153.67,3161.39,2433516
2024-07-08,RELIANCE,3139.74,3144.57,3120.6,3135.74,2769958
2024-07-09,RELIANCE,3052.81,3062.83,3023.41,3041.44,5687997
2024-07-10,RELIANCE,3132.49,3147.37,3101.56,3117.4,1052143
2024-07-11,RELIANCE,3120.26,3122.88,3109.24,3111.91,1542072
2024-07-12,RELIANCE,3180.36,3194.32,3175.27,3182.98,6042140
2024-07-15,RELIANCE,3091.43,3101.91,3075.62,3093.86,3328340
2024-07-16,RELIANCE,3068.85,3082.33,3052.63,3061.58,1579545
2024-07-17,RELIANCE,3054.79,3063.21,3049.96,3062.79,3179620
2024-07-18,RELIANCE,3054.36,3066.44,3052.89,3066.3,4698056
2024-07-19,RELIANCE,3038.05,3058.76,3021.93,3042.47,1860950
2024-07-22,RELIANCE,3071.14,3084.81,3062.17,3077.69,3710886
2024-07-23,RELIANCE,3013.87,3020.4,3011.18,3020.02,4905740
2024-07-24,RELIANCE,3005.16,3025.46,2996.25,3013.19,1048634
2024-07-25,RELIANCE,3006.8,3041.48,2985.28,3020.63,1015805
2024-07-26,RELIANCE,3034.95,3058.02,3027.76,3049.65,4854434
2024-07-29,RELIANCE,3104.96,3105.12,3087.78,3089.89,4050824
2024-07-30,RELIANCE,3026.68,3048.55,3016.81,3028.87,2612065
2024-07-31,RELIANCE,2943.85,2963.24,2942.54,2947.26,4258969
2024-08-01,RELIANCE,3022.16,3026.74,3015.97,3016.74,2737036
2024-08-02,RELIANCE,3027.2,3044.89,3024.95,3035.75,3473861
2024-08-05,RELIANCE,3009.5,3012.3,2989.52,2996.02,4633584
2024-08-06,RELIANCE,3090.59,3091.44,3080.08,3081.77,1899821
2024-08-07,RELIANCE,3076.44,3097.07,3072.02,3089.12,1640071
2024-08-08,RELIANCE,3153.74,3157.4,3142.84,3156.34,2317993
2024-08-09,RELIANCE,3173.11,3180.41,3147.02,3161.13,2855775
2024-08-12,RELIANCE,3296.16,3297.13,3280.58,3281.57,3170929
2024-08-13,RELIANCE,3386.83,3417.56,3386.64,3387.93,4262797
2024-08-14,RELIANCE,3377.62,3391.71,3366.71,3373.79,987466
2024-08-15,RELIANCE,3422.91,3436.51,3420.58,3434.35,5402705
2024-08-16,RELIANCE,3492.59,3510.74,3465.99,3475.52,2830806
2024-08-19,RELIANCE,3553.71,3572.27,3550.84,3563.27,1168603
2024-08-20,RELIANCE,3518.48,3541.44,3496.85,3502.97,3361270
2024-08-21,RELIANCE,3552.87,3571.15,3543.94,3547.56,5574340
2024-08-22,RELIANCE,3620.77,3623.97,3605.43,3616.87,3316358
2024-08-23,RELIANCE,3505.66,3528.02,3504.13,3505.22,6229003
2024-08-26,RELIANCE,3423.14,3434.61,3422.81,3432.38,4987466
2024-08-27,RELIANCE,3298.96,3314.73,3296.88,3309.67,1165115
2024-08-28,RELIANCE,3285.44,3303.85,3284.15,3294.65,3474095
2024-08-29,RELIANCE,3328.01,3343.02,3309.19,3338.48,3578407
2024-08-30,RELIANCE,3440.61,3446.43,3425.53,3431.02,5291681
2024-09-02,RELIANCE,3431.48,3439.19,3430.55,3436.63,4515216
2024-09-03,RELIANCE,3524.28,3542.34,3522.68,3539.93,3652371
2024-09-04,RELIANCE,3470.31,3470.36,3443.83,3454.11,3261102
2024-09-05,RELIANCE,3363.67,3370.22,3338.15,3350.81,3594167
2024-09-06,RELIANCE,3362.79,3380.65,3339.81,3348.47,2211141
2024-09-09,RELIANCE,3389.4,3403.64,3363.02,3372.71,4674710
2024-09-10,RELIANCE,3360.74,3394.01,3356.47,3371.74,1011761
2024-09-11,RELIANCE,3246.17,3287.85,3239.71,3249.54,6643450
2024-09-12,RELIANCE,3253.69,3267.7,3227.56,3245.31,856495
2024-09-13,RELIANCE,3177.16,3197.66,3159.0,3170.94,5065751
2024-09-16,RELIANCE,3199.25,3213.73,3190.06,3210.36,4535234
2024-09-17,RELIANCE,3242.8,3260.35,3222.58,3232.59,2030208
2024-09-18,RELIANCE,3170.55,3206.34,3163.84,3179.31,1919602
2024-09-19,RELIANCE,3142.28,3159.1,3128.36,3150.98,4899931
2024-09-20,RELIANCE,3093.54,3104.93,3089.9,3092.4,2858170
2024-09-23,RELIANCE,3092.71,3101.36,3086.95,3089.84,2350377
2024-09-24,RELIANCE,3146.89,3185.76,3141.77,3144.37,1205325
2024-09-25,RELIANCE,3077.38,3098.19,3076.04,3090.0,3382279
2024-09-26,RELIANCE,3130.87,3136.75,3110.99,3119.1,2480600
2024-09-27,RELIANCE,3083.15,3112.57,3075.22,3090.39,4461157
2024-09-30,RELIANCE,3036.23,3050.27,3018.74,3047.52,3935687
2024-10-01,RELIANCE,3054.39,3054.62,3029.52,3042.56,4279221
2024-10-02,RELIANCE,3000.9,3009.59,2970.67,2987.29,5314925
2024-10-03,RELIANCE,2969.26,2971.05,2948.22,2958.55,2436597
2024-10-04,RELIANCE,2905.27,2919.87,2885.04,2896.31,3096743
2024-10-07,RELIANCE,3006.13,3024.08,2990.56,3001.47,3031650
2024-10-08,RELIANCE,3005.81,3008.19,3000.17,3004.28,886290
2024-10-09,RELIANCE,2955.31,2967.98,2944.25,2967.57,2743222
2024-10-10,RELIANCE,2977.18,2993.91,2975.03,2979.91,5097785
2024-10-11,RELIANCE,2971.0,2981.44,2967.92,2974.79,1611458
2024-10-14,RELIANCE,2956.75,2977.14,2948.95,2963.87,1783489
2024-10-15,RELIANCE,3004.42,3007.01,2984.62,2997.72,1560191
2024-10-16,RELIANCE,3039.65,3065.46,3025.69,3039.78,4929032
2024-10-17,RELIANCE,2999.18,3032.38,2993.56,3011.8,3260044
2024-10-18,RELIANCE,2973.29,3005.83,2971.2,2981.63,3618135
2024-10-21,RELIANCE,2973.24,2995.31,2950.97,2967.8,4337373
2024-10-22,RELIANCE,2836.13,2851.34,2828.07,2848.2,5915484
2024-10-23,RELIANCE,2782.14,2792.18,2762.75,2772.4,6142007
2024-10-24,RELIANCE,2842.17,2857.91,2826.01,2842.31,1667068
2024-10-25,RELIANCE,2928.03,2937.68,2915.69,2928.6,3623732
2024-10-28,RELIANCE,2919.07,2946.46,2910.46,2916.38,4691986
2024-10-29,RELIANCE,2957.26,2967.43,2947.43,2947.69,2608620
2024-10-30,RELIANCE,2960.63,2972.46,2957.83,2965.14,4731241
2024-10-31,RELIANCE,3140.63,3172.99,3126.95,3135.05,5432986
2024-11-01,RELIANCE,3201.92,3211.01,3195.58,3199.82,3184072
2024-11-04,RELIANCE,3185.98,3204.55,3181.24,3193.42,3018478
2024-11-05,RELIANCE,3151.8,3156.29,3139.77,3139.91,985833
2024-11-06,RELIANCE,3060.41,3079.94,3045.87,3051.33,3771323
2024-11-07,RELIANCE,3068.3,3091.72,3063.39,3063.45,2982165
2024-11-08,RELIANCE,3033.53,3034.01,3018.57,3022.93,1710898
2024-11-11,RELIANCE,2958.24,2969.54,2946.31,2947.41,1428791
2024-11-12,RELIANCE,2920.25,2927.15,2913.3,2914.18,5321686
2024-11-13,RELIANCE,2868.48,2878.65,2855.15,2858.85,5123820
2024-11-14,RELIANCE,2953.7,2983.9,2945.29,2947.88,3941246
2024-11-15,RELIANCE,3001.34,3003.39,2979.95,2995.94,1271890
2024-11-18,RELIANCE,2999.96,3005.44,2990.8,2996.41,2187301
2024-11-19,RELIANCE,3086.0,3088.77,3075.27,3078.22,3387627
2024-11-20,RELIANCE,3072.91,3103.65,3065.94,3083.44,4837306
2024-11-21,RELIANCE,3048.48,3063.05,3033.57,3036.91,4252776
2024-11-22,RELIANCE,3133.87,3151.88,3110.53,3122.26,4162186
2024-11-25,RELIANCE,3138.79,3163.49,3135.09,3153.64,4079142
2024-11-26,RELIANCE,3106.33,3122.03,3095.17,3096.24,1769691
2024-11-27,RELIANCE,3075.12,3094.63,3070.64,3086.58,3475589
2024-11-28,RELIANCE,3034.21,3057.01,3018.5,3039.22,2845253
2024-11-29,RELIANCE,2972.62,2983.4,2954.13,2965.4,4871479
2024-12-02,RELIANCE,3005.92,3031.09,2993.98,3016.15,2130814
2024-12-03,RELIANCE,3132.48,3143.83,3121.12,3122.55,6183078
2024-12-04,RELIANCE,3055.96,3077.29,3028.51,3045.84,5783194
2024-12-05,RELIANCE,3078.02,3100.54,3055.48,3077.79,2024018
2023-01-02,TCS,3525.08,3552.88,3517.93,3537.77,3370348
2023-01-03,TCS,3563.59,3582.41,3555.86,3561.07,3582708
2023-01-04,TCS,3577.05,3591.11,3573.83,3588.34,5327982
2023-01-05,TCS,3553.15,3575.1,3551.47,3561.03,2815149
2023-01-06,TCS,3439.01,3448.9,3429.06,3448.71,2229552
2023-01-09,TCS,3495.69,3549.84,3493.87,3506.81,1791876
2023-01-10,TCS,3493.92,3518.95,3460.81,3482.58,4928903
2023-01-11,TCS,3431.29,3454.54,3429.51,3438.66,1630293
2023-01-12,TCS,3490.33,3492.92,3461.2,3475.49,1120333
2023-01-13,TCS,3472.22,3483.8,3441.24,3455.98,4376899
2023-01-16,TCS,3514.74,3521.36,3506.38,3512.24,5149165
2023-01-17,TCS,3533.12,3556.78,3529.83,3545.78,908267
2023-01-18,TCS,3578.72,3586.65,3566.19,3583.22,4641226
2023-01-19,TCS,3521.88,3549.75,3506.95,3511.43,5573301
2023-01-20,TCS,3572.0,3585.79,3565.08,3576.74,1180361
2023-01-23,TCS,3576.85,3596.15,3557.16,3591.68,5082395
2023-01-24,TCS,3574.77,3584.35,3571.71,3572.74,1279017
2023-01-25,TCS,3593.68,3609.55,3560.9,3581.32,3689411
2023-01-26,TCS,3498.36,3503.87,3485.27,3488.04,4024291
2023-01-27,TCS,3498.96,3512.58,3498.74,3510.36,4820709
2023-01-30,TCS,3463.41,3476.63,3454.22,3457.44,4717250
2023-01-31,TCS,3379.37,3399.52,3379.26,3388.84,2426421
2023-02-01,TCS,3303.82,3330.96,3295.69,3313.16,3070500
2023-02-02,TCS,3382.38,3403.93,3361.54,3369.77,4295410
2023-02-03,TCS,3330.58,3342.51,3328.32,3338.94,4270835
2023-02-06,TCS,3409.41,3418.19,3409.23,3417.5,1405039
2023-02-07,TCS,3374.06,3404.56,3364.31,3390.99,2438470
2023-02-08,TCS,3318.33,3335.92,3293.04,3306.08,4700678
2023-02-09,TCS,3261.5,3271.48,3245.33,3251.98,3324408
2023-02-10,TCS,3317.88,3347.0,3308.13,3313.66,4532276
2023-02-13,TCS,3315.02,3328.19,3296.72,3306.74,1997183
2023-02-14,TCS,3269.07,3286.15,3264.09,3280.48,1035765
2023-02-15,TCS,3287.81,3292.65,3279.99,3289.18,2541572
2023-02-16,TCS,3309.93,3324.56,3302.33,3314.86,1533233
2023-02-17,TCS,3358.03,3374.97,3340.32,3371.73,5332456
2023-02-20,TCS,3446.18,3459.75,3441.46,3446.66,5904665
2023-02-21,TCS,3443.39,3456.61,3410.65,3428.96,2947700
2023-02-22,TCS,3346.81,3373.09,3334.53,3362.27,2487915
2023-02-23,TCS,3335.35,3356.06,3314.59,3342.32,4422289
2023-02-24,TCS,3346.41,3376.56,3345.55,3356.23,2716627
2023-02-27,TCS,3300.23,3326.44,3298.73,3308.89,2007242
2023-02-28,TCS,3275.87,3277.88,3259.27,3262.54,5091227
2023-03-01,TCS,3279.18,3281.42,3268.75,3280.23,5085344
2023-03-02,TCS,3277.55,3286.96,3265.83,3278.65,4583491
2023-03-03,TCS,3289.64,3302.57,3276.45,3281.09,1604801
2023-03-06,TCS,3233.57,3245.23,3228.06,3244.78,2297826
2023-03-07,TCS,3233.98,3266.68,3230.82,3234.39,2643398
2023-03-08,TCS,3188.43,3203.81,3179.58,3190.66,5584075
2023-03-09,TCS,3237.49,3260.91,3232.55,3234.36,1241032
2023-03-10,TCS,3302.21,3324.76,3272.77,3285.8,2778646
2023-03-13,TCS,3205.46,3210.41,3190.99,3196.85,3217791
2023-03-14,TCS,3150.16,3156.56,3146.04,3153.38,5400948
2023-03-15,TCS,3094.25,3103.67,3081.58,3084.15,5245599
2023-03-16,TCS,3044.93,3059.31,3042.52,3054.99,4428678
2023-03-17,TCS,3037.6,3073.21,3037.52,3051.93,2270461
2023-03-20,TCS,2978.2,3024.35,2974.94,2987.03,1135854
2023-03-21,TCS,2942.05,2965.9,2940.41,2946.75,4266825
2023-03-22,TCS,2903.74,2908.81,2901.31,2903.43,3088732
2023-03-23,TCS,2916.55,2934.66,2903.27,2913.2,1533847
2023-03-24,TCS,2928.94,2945.07,2906.8,2916.96,4829640
2023-03-27,TCS,2886.55,2911.7,2872.38,2886.27,1038992
2023-03-28,TCS,2894.7,2908.88,2878.66,2894.66,4743306
2023-03-29,TCS,2858.82,2889.04,2846.65,2871.74,2443180
2023-03-30,TCS,2847.47,2877.84,2845.88,2860.78,1110994
2023-03-31,TCS,2935.73,2940.81,2925.3,2934.23,5248311
2023-04-03,TCS,2992.72,3008.64,2987.58,2994.57,2642452
2023-04-04,TCS,2947.46,2950.71,2937.15,2937.5,5908601
2023-04-05,TCS,2964.94,2990.42,2945.25,2975.03,1782030
2023-04-06,TCS,2997.9,3028.72,2991.35,3012.21,2828604
2023-04-07,TCS,2960.0,2977.43,2951.89,2961.51,3796696
2023-04-10,TCS,2990.99,3006.84,2981.05,2998.86,1701880
2023-04-11,TCS,3055.78,3075.03,3051.58,3069.61,1399264
2023-04-12,TCS,3025.89,3052.31,3010.55,3019.11,4638966
2023-04-13,TCS,2967.02,2978.59,2966.04,2978.59,4048587
2023-04-14,TCS,3028.45,3046.18,3012.53,3025.17,4221487
2023-04-17,TCS,3031.62,3045.01,3013.69,3038.27,3165825
2023-04-18,TCS,3054.27,3095.56,3050.44,3064.27,3060229
2023-04-19,TCS,3077.04,3095.96,3075.8,3080.74,3793814
2023-04-20,TCS,3108.96,3114.38,3095.64,3099.62,3412247
2023-04-21,TCS,3036.04,3045.57,3024.2,3039.32,5624321
2023-04-24,TCS,3095.95,3096.76,3084.21,3088.21,4190487
2023-04-25,TCS,3131.89,3158.39,3129.2,3143.66,4213182
2023-04-26,TCS,3142.19,3159.02,3133.19,3133.64,2121700
2023-04-27,TCS,3124.14,3167.18,3122.31,3132.38,2925407
2023-04-28,TCS,3067.46,3070.4,3055.33,3062.03,2975288
2023-05-01,TCS,3088.54,3102.1,3074.79,3086.51,3406385
2023-05-02,TCS,3127.25,3150.48,3102.13,3113.89,3196792
2023-05-03,TCS,3108.25,3115.63,3103.37,3111.76,1732409
2023-05-04,TCS,3151.75,3182.04,3139.93,3165.48,1269471
2023-05-05,TCS,3135.29,3157.57,3130.48,3150.44,3495150
2023-05-08,TCS,3188.42,3188.46,3176.0,3178.03,2662652
2023-05-09,TCS,3131.34,3140.18,3125.29,3130.57,5378002
2023-05-10,TCS,3138.87,3155.25,3119.89,3130.25,2991132
2023-05-11,TCS,3114.57,3135.38,3100.34,3122.86,4677617
2023-05-12,TCS,3129.35,3147.92,3119.65,3134.21,2166625
2023-05-15,TCS,3103.02,3140.86,3099.04,3117.67,2353959
2023-05-16,TCS,3126.66,3150.51,3099.92,3112.3,2380832
2023-05-17,TCS,3157.18,3165.79,3148.09,3151.89,5088915
2023-05-18,TCS,3145.66,3166.65,3122.41,3132.09,2646958
2023-05-19,TCS,3051.11,3078.41,3048.01,3058.28,5023535
2023-05-22,TCS,3143.89,3164.38,3134.25,3140.39,1344691
2023-05-23,TCS,3212.67,3214.9,3199.85,3206.95,2904393
2023-05-24,TCS,3140.43,3153.71,3130.64,3146.17,2202446
2023-05-25,TCS,3190.75,3217.7,3165.96,3179.68,970524
2023-05-26,TCS,3170.68,3181.27,3140.48,3156.57,3718596
2023-05-29,TCS,3182.06,3185.7,3161.58,3169.86,4523548
2023-05-30,TCS,3192.29,3207.69,3173.77,3184.68,2338724
2023-05-31,TCS,3167.23,3192.74,3162.6,3174.29,4744091
2023-06-01,TCS,3131.13,3152.45,3129.63,3137.98,5435355
2023-06-02,TCS,3120.81,3145.24,3092.09,3106.42,3038879
2023-06-05,TCS,3049.78,3069.06,3044.53,3064.79,2020118
2023-06-06,TCS,3034.08,3057.94,3022.6,3027.54,3559264
2023-06-07,TCS,3031.49,3041.67,3012.29,3025.25,4699684
2023-06-08,TCS,2997.36,2999.41,2982.62,2993.69,1874428
2023-06-09,TCS,3040.06,3047.85,3021.57,3025.23,3842013
2023-06-12,TCS,3088.43,3099.36,3086.92,3094.25,2590628
2023-06-13,TCS,3063.3,3074.63,3049.34,3068.21,1936047
2023-06-14,TCS,3067.05,3081.18,3061.14,3080.02,4986918
2023-06-15,TCS,3102.19,3112.88,3094.95,3103.97,1380522
2023-06-16,TCS,3119.33,3129.28,3117.38,3126.8,2263793
2023-06-19,TCS,3126.25,3132.33,3121.73,3131.15,4898220
2023-06-20,TCS,3177.62,3209.55,3159.13,3167.02,1480586
2023-06-21,TCS,3204.71,3211.58,3190.74,3190.81,5212473
2023-06-22,TCS,3123.05,3147.6,3120.89,3132.9,4518212
2023-06-23,TCS,3170.76,3192.11,3167.04,3174.81,2503900
2023-06-26,TCS,3231.94,3257.25,3210.87,3218.15,2508977
2023-06-27,TCS,3168.37,3209.22,3165.17,3182.31,5408867
2023-06-28,TCS,3171.94,3205.25,3155.4,3184.92,833278
2023-06-29,TCS,3207.69,3229.18,3206.29,3218.54,4977490
2023-06-30,TCS,3212.31,3241.61,3199.29,3209.25,2521307
2023-07-03,TCS,3250.73,3270.02,3236.83,3262.13,3109241
2023-07-04,TCS,3396.54,3399.21,3379.14,3380.72,1367268
2023-07-05,TCS,3340.15,3347.94,3329.18,3341.93,1482329
2023-07-06,TCS,3274.28,3276.25,3259.46,3274.23,2139856
2023-07-07,TCS,3281.68,3291.17,3274.29,3290.01,1433433
2023-07-10,TCS,3325.68,3344.58,3313.76,3326.65,3482743
2023-07-11,TCS,3321.35,3343.11,3306.48,3315.98,2134164
2023-07-12,TCS,3398.41,3425.52,3387.47,3389.9,5462772
2023-07-13,TCS,3331.78,3357.02,3308.01,3323.34,3392211
2023-07-14,TCS,3361.53,3376.89,3356.95,3358.91,938668
2023-07-17,TCS,3342.81,3347.01,3326.33,3329.35,3277449
2023-07-18,TCS,3428.04,3442.51,3415.43,3417.19,4187491
2023-07-19,TCS,3530.79,3538.38,3503.3,3521.74,5187598
2023-07-20,TCS,3466.87,3493.27,3457.97,3482.35,950595
2023-07-21,TCS,3437.58,3487.1,3436.94,3454.62,3122036
2023-07-24,TCS,3490.26,3518.19,3484.9,3500.33,1810049
2023-07-25,TCS,3486.62,3489.81,3458.97,3480.93,3948971
2023-07-26,TCS,3476.34,3494.83,3474.72,3479.43,2271860
2023-07-27,TCS,3478.22,3498.21,3476.79,3481.62,1379617
2023-07-28,TCS,3396.66,3405.12,3375.15,3383.65,2644161
2023-07-31,TCS,3397.18,3409.42,3376.86,3383.79,4879366
2023-08-01,TCS,3363.51,3364.68,3343.97,3349.8,3275302
2023-08-02,TCS,3319.75,3338.86,3311.75,3325.94,3636892
2023-08-03,TCS,3406.1,3408.19,3380.52,3399.6,2906458
2023-08-04,TCS,3329.34,3360.61,3325.41,3336.96,2159912
2023-08-07,TCS,3368.31,3390.8,3358.29,3378.76,1331719
2023-08-08,TCS,3354.88,3366.6,3340.95,3365.49,4391670
2023-08-09,TCS,3346.95,3353.37,3339.84,3352.24,1997853
2023-08-10,TCS,3390.68,3422.65,3386.39,3393.06,1735588
2023-08-11,TCS,3422.56,3443.35,3407.47,3411.27,4275552
2023-08-14,TCS,3428.37,3449.03,3422.81,3441.45,4820072
2023-08-15,TCS,3500.88,3523.22,3491.37,3492.67,5447133
2023-08-16,TCS,3477.31,3511.38,3459.53,3476.22,2925571
2023-08-17,TCS,3438.0,3451.38,3428.57,3445.31,3252833
2023-08-18,TCS,3390.29,3397.9,3374.14,3390.53,1553819
2023-08-21,TCS,3342.95,3358.2,3339.73,3349.65,4811233
2023-08-22,TCS,3505.38,3508.31,3488.77,3502.02,2257167
2023-08-23,TCS,3566.55,3570.39,3552.48,3568.91,1260356
2023-08-24,TCS,3486.45,3504.73,3480.59,3498.19,1536174
2023-08-25,TCS,3417.19,3468.32,3409.82,3430.34,3665436
2023-08-28,TCS,3457.69,3467.92,3441.93,3456.08,2820783
2023-08-29,TCS,3499.47,3501.36,3483.25,3485.44,3106668
2023-08-30,TCS,3509.65,3518.48,3499.56,3515.14,5040276
2023-08-31,TCS,3510.75,3541.45,3494.14,3502.59,5166406
2023-09-01,TCS,3502.43,3512.55,3481.89,3496.88,2045850
2023-09-04,TCS,3530.17,3536.22,3514.08,3515.0,4100872
2023-09-05,TCS,3531.71,3561.58,3519.54,3520.41,2087568
2023-09-06,TCS,3408.27,3420.75,3400.52,3406.0,5830576
2023-09-07,TCS,3400.46,3408.71,3385.63,3395.13,4109626
2023-09-08,TCS,3366.25,3368.46,3352.3,3352.89,4775131
2023-09-11,TCS,3359.17,3375.16,3340.61,3362.55,3949064
2023-09-12,TCS,3511.33,3520.54,3509.09,3517.42,6007740
2023-09-13,TCS,3520.44,3557.14,3516.98,3537.75,2826086
2023-09-14,TCS,3533.53,3541.51,3505.91,3522.03,3883288
2023-09-15,TCS,3582.71,3591.82,3569.33,3571.96,1076383
2023-09-18,TCS,3584.59,3599.98,3581.23,3598.82,1566016
2023-09-19,TCS,3625.25,3631.64,3612.87,3622.47,4243909
2023-09-20,TCS,3655.19,3662.78,3650.57,3656.51,4240744
2023-09-21,TCS,3757.63,3798.65,3745.84,3772.01,3028510
2023-09-22,TCS,3727.32,3743.28,3707.77,3709.49,3148539
2023-09-25,TCS,3726.21,3740.66,3719.49,3736.87,1440110
2023-09-26,TCS,3670.27,3706.99,3654.99,3686.22,1697335
2023-09-27,TCS,3721.53,3728.19,3709.12,3718.0,4708250
2023-09-28,TCS,3676.79,3693.31,3660.42,3668.03,2949904
2023-09-29,TCS,3629.0,3653.05,3628.4,3646.05,4754349
2023-10-02,TCS,3636.62,3656.81,3626.98,3630.86,3317537
2023-10-03,TCS,3686.5,3694.33,3672.81,3685.31,1552016
2023-10-04,TCS,3722.54,3738.84,3709.21,3737.37,1208462
2023-10-05,TCS,3657.08,3703.19,3653.59,3669.1,2468083
2023-10-06,TCS,3675.54,3688.88,3665.31,3673.04,2870871
2023-10-09,TCS,3627.66,3643.67,3623.87,3635.06,5084014
2023-10-10,TCS,3583.62,3602.76,3555.68,3567.98,5876144
2023-10-11,TCS,3568.61,3587.93,3551.3,3557.27,1790525
2023-10-12,TCS,3558.87,3563.26,3517.84,3541.74,2302123
2023-10-13,TCS,3665.12,3676.13,3661.0,3673.95,6339674
2023-10-16,TCS,3716.18,3725.39,3689.68,3698.81,2500585
2023-10-17,TCS,3621.58,3626.18,3616.2,3624.07,5195417
2023-10-18,TCS,3588.92,3618.23,3584.64,3594.4,2791065
2023-10-19,TCS,3634.38,3661.23,3631.58,3650.8,5428646
2023-10-20,TCS,3751.07,3785.04,3738.28,3767.92,5166703
2023-10-23,TCS,3687.33,3689.0,3675.11,3680.26,2452679
2023-10-24,TCS,3577.32,3590.9,3568.98,3578.83,5553144
2023-10-25,TCS,3671.54,3687.43,3649.7,3681.61,3556640
2023-10-26,TCS,3708.33,3714.53,3698.4,3704.11,2399128
2023-10-27,TCS,3648.05,3664.25,3642.24,3657.09,4222684
2023-10-30,TCS,3690.32,3709.15,3681.35,3687.46,3544048
2023-10-31,TCS,3540.41,3547.31,3539.48,3545.4,4032493
2023-11-01,TCS,3557.94,3566.35,3544.07,3546.47,4555074
2023-11-02,TCS,3576.27,3620.21,3553.67,3564.84,1395739
2023-11-03,TCS,3614.69,3646.3,3612.83,3615.51,2457126
2023-11-06,TCS,3556.52,3578.16,3549.2,3561.83,3285731
2023-11-07,TCS,3562.41,3572.95,3543.51,3567.31,2078939
2023-11-08,TCS,3529.77,3530.05,3518.52,3519.01,3670051
2023-11-09,TCS,3527.33,3550.97,3519.64,3533.4,2860639
2023-11-10,TCS,3476.98,3512.57,3470.9,3487.13,2128362
2023-11-13,TCS,3452.32,3495.18,3448.69,3466.72,5032733
2023-11-14,TCS,3415.04,3418.53,3411.93,3416.18,5684558
2023-11-15,TCS,3449.95,3465.92,3431.05,3450.57,4349394
2023-11-16,TCS,3508.08,3510.71,3476.01,3496.16,1871598
2023-11-17,TCS,3475.04,3504.8,3462.13,3484.75,941898
2023-11-20,TCS,3483.47,3493.8,3479.5,3487.62,3211027
2023-11-21,TCS,3424.04,3426.02,3402.49,3413.51,5637466
2023-11-22,TCS,3410.05,3416.87,3395.57,3399.05,1761576
2023-11-23,TCS,3393.42,3400.62,3392.55,3397.34,1397346
2023-11-24,TCS,3533.0,3535.81,3529.44,3534.44,4942179
2023-11-27,TCS,3470.0,3478.05,3468.08,3476.84,2531184
2023-11-28,TCS,3570.32,3571.1,3549.88,3554.94,5152481
2023-11-29,TCS,3595.64,3625.31,3581.17,3609.4,1967000
2023-11-30,TCS,3641.26,3652.02,3619.85,3625.53,4618005
2023-12-01,TCS,3730.22,3749.49,3712.87,3723.37,3712948
2023-12-04,TCS,3746.33,3761.0,3731.52,3745.15,5150021
2023-12-05,TCS,3750.41,3799.6,3734.0,3768.02,3192124
2023-12-06,TCS,3765.04,3783.26,3733.52,3765.96,2941632
2023-12-07,TCS,3833.13,3857.47,3821.9,3836.67,3533390
2023-12-08,TCS,3888.05,3905.8,3885.62,3901.27,5681851
2023-12-11,TCS,3871.84,3910.89,3844.97,3865.79,1630533
2023-12-12,TCS,3808.85,3814.27,3785.46,3790.99,1818391
2023-12-13,TCS,3782.76,3783.72,3774.93,3780.41,2443950
2023-12-14,TCS,3744.27,3759.43,3717.02,3736.25,4913145
2023-12-15,TCS,3717.52,3741.36,3709.77,3733.63,2173502
