Date,Ticker,Open,High,Low,Close,Volume,Daily_Return_Pct,SMA_7,SMA_30,RSI_14,BB_Upper,BB_Lower,BB_Mid,Value_Traded_Cr
2023-09-20,INFY,1266.74,1273.39,1250.92,1270.13,3301763,-2.4942,1321.2,1427.88,18.23,1521.98,1257.72,1389.85,419.37
2023-09-21,INFY,1260.13,1261.01,1251.56,1255.55,1555979,-1.1479,1308.95,1417.93,17.37,1509.65,1244.64,1377.14,195.36
2023-09-22,INFY,1266.66,1278.14,1265.37,1269.08,964439,1.0776,1297.02,1407.41,19.56,1494.67,1237.09,1365.88,122.4
2023-09-25,INFY,1301.28,1306.43,1298.13,1298.76,2908450,2.3387,1289.45,1398.78,27.88,1484.91,1232.16,1358.54,377.74
2023-09-26,INFY,1284.19,1321.72,1277.59,1290.43,1784194,-0.6414,1284.9,1392.44,29.9,1474.38,1227.53,1350.95,230.24
2023-09-27,INFY,1304.85,1321.12,1295.01,1306.51,3116266,1.2461,1284.73,1386.4,31.1,1462.5,1226.41,1344.46,407.14
2023-09-28,INFY,1265.58,1271.94,1264.32,1267.46,4752002,-2.9889,1279.7,1378.8,31.54,1452.45,1220.45,1336.45,602.3
2023-09-29,INFY,1281.83,1293.43,1276.5,1281.27,3203926,1.0896,1281.29,1372.99,41.04,1439.75,1218.73,1329.24,410.51
2023-10-02,INFY,1259.84,1293.73,1246.79,1265.25,2885068,-1.2503,1282.68,1367.38,34.47,1423.69,1218.13,1320.91,365.03
2023-10-03,INFY,1275.53,1276.84,1262.9,1271.84,2072503,0.5208,1283.07,1359.82,33.18,1404.5,1221.63,1313.06,263.59
2023-10-04,INFY,1263.58,1282.7,1247.17,1267.16,1626923,-0.368,1278.56,1352.34,32.67,1390.07,1222.7,1306.39,206.16
2023-10-05,INFY,1296.87,1309.72,1294.46,1294.58,2476346,2.1639,1279.15,1345.17,44.28,1367.91,1233.13,1300.52,320.58
2023-10-06,INFY,1280.82,1286.79,1264.98,1276.95,2304417,-1.3618,1274.93,1337.93,43.72,1355.78,1236.06,1295.92,294.26
2023-10-09,INFY,1291.0,1296.92,1287.54,1290.2,2969131,1.0376,1278.18,1332.75,47.55,1352.46,1235.88,1294.17,383.08
2023-10-10,INFY,1287.89,1294.28,1271.1,1284.8,1493124,-0.4185,1278.68,1327.5,53.24,1345.33,1237.36,1291.35,191.84
2023-10-11,INFY,1283.98,1290.74,1269.92,1281.91,4175343,-0.2249,1281.06,1322.35,56.15,1333.54,1242.09,1287.81,535.24
2023-10-12,INFY,1276.65,1282.43,1276.33,1278.5,4920686,-0.266,1282.01,1317.38,52.31,1318.68,1249.62,1284.15,629.11
2023-10-13,INFY,1265.57,1273.91,1260.8,1261.67,3948239,-1.3164,1281.23,1311.92,40.31,1312.01,1250.23,1281.12,498.14
2023-10-16,INFY,1259.15,1290.31,1240.35,1261.74,1749584,0.0055,1276.54,1306.25,42.17,1308.18,1249.46,1278.82,220.75
2023-10-17,INFY,1261.73,1268.24,1255.62,1260.83,4214971,-0.0721,1274.24,1300.65,36.4,1304.88,1248.58,1276.73,531.44
2023-10-18,INFY,1269.17,1295.0,1262.78,1266.06,3805872,0.4148,1270.79,1296.17,49.48,1304.94,1248.12,1276.53,481.85
2023-10-19,INFY,1266.6,1279.64,1252.34,1268.13,4001628,0.1635,1268.41,1291.37,44.63,1304.13,1250.18,1277.16,507.46
2023-10-20,INFY,1282.25,1293.84,1278.31,1284.78,5299362,1.313,1268.82,1288.57,57.94,1304.84,1251.04,1277.94,680.85
2023-10-23,INFY,1303.75,1311.0,1295.46,1304.28,2945273,1.5178,1272.5,1287.87,61.93,1306.11,1250.33,1278.22,384.15
2023-10-24,INFY,1286.97,1305.19,1276.57,1282.89,3336431,-1.64,1275.53,1285.92,55.15,1305.24,1250.44,1277.84,428.03
2023-10-25,INFY,1306.8,1339.92,1298.3,1301.21,4769418,1.428,1281.17,1284.21,52.31,1303.88,1251.27,1277.58,620.6
2023-10-26,INFY,1277.69,1281.15,1273.47,1277.11,5161534,-1.8521,1283.49,1281.72,50.05,1303.94,1252.18,1278.06,659.18
2023-10-27,INFY,1291.62,1293.66,1287.7,1289.54,5193501,0.9733,1286.85,1280.63,49.78,1304.83,1252.12,1278.47,669.72
2023-10-30,INFY,1308.0,1308.79,1277.87,1302.75,3390739,1.0244,1291.79,1280.47,55.72,1308.04,1252.65,1280.35,441.73
2023-10-31,INFY,1258.8,1266.04,1256.58,1263.87,6423653,-2.9845,1288.81,1279.17,45.33,1308.38,1251.52,1279.95,811.87
2023-11-01,INFY,1262.71,1266.75,1253.02,1266.1,1163412,0.1764,1283.35,1279.04,46.77,1308.43,1251.36,1279.9,147.3
2023-11-02,INFY,1259.63,1274.97,1250.69,1257.0,2006063,-0.7187,1279.65,1279.09,48.73,1307.42,1248.62,1278.02,252.16
2023-11-03,INFY,1246.2,1249.06,1241.65,1242.18,4936902,-1.179,1271.22,1278.19,45.08,1309.77,1242.79,1276.28,613.25
2023-11-06,INFY,1274.21,1282.82,1262.12,1269.68,6042720,2.2138,1270.16,1277.22,51.96,1308.2,1242.3,1275.25,767.23
2023-11-07,INFY,1255.75,1261.04,1252.15,1256.82,2232884,-1.0129,1265.49,1276.1,48.02,1307.46,1240.24,1273.85,280.63
2023-11-08,INFY,1235.95,1249.74,1233.78,1241.05,3277199,-1.2548,1256.67,1273.92,44.51,1308.21,1235.41,1271.81,406.72
2023-11-09,INFY,1242.14,1264.09,1232.75,1242.91,3718389,0.1499,1253.68,1273.1,40.98,1308.48,1231.58,1270.03,462.16
2023-11-10,INFY,1253.59,1266.39,1240.26,1256.97,4961844,1.1312,1252.37,1272.29,39.56,1308.51,1231.08,1269.8,623.69
2023-11-13,INFY,1251.85,1255.95,1242.56,1254.47,3272973,-0.1989,1252.01,1271.93,43.16,1308.6,1230.26,1269.43,410.58
2023-11-14,INFY,1281.94,1287.02,1272.41,1278.46,5411101,1.9124,1257.19,1272.15,44.67,1309.46,1231.16,1270.31,691.79
2023-11-15,INFY,1284.26,1304.62,1279.28,1289.73,3265510,0.8815,1260.06,1272.91,53.15,1311.52,1231.47,1271.5,421.16
2023-11-16,INFY,1249.98,1250.29,1240.53,1245.9,4709008,-3.3984,1258.5,1271.28,40.59,1312.01,1228.76,1270.38,586.7
2023-11-17,INFY,1234.85,1257.73,1228.43,1235.74,2587287,-0.8155,1257.74,1269.91,35.36,1311.71,1224.16,1267.93,319.72
2023-11-20,INFY,1226.2,1252.74,1208.08,1225.02,2306590,-0.8675,1255.18,1267.74,40.32,1308.24,1219.7,1263.97,282.56
2023-11-21,INFY,1229.73,1240.3,1219.66,1234.8,2628221,0.7984,1252.02,1266.07,42.48,1306.72,1216.41,1261.57,324.53
2023-11-22,INFY,1182.42,1190.11,1176.72,1184.35,5756375,-4.0857,1242.0,1262.82,35.44,1308.82,1202.62,1255.72,681.76
2023-11-23,INFY,1228.94,1237.03,1225.36,1234.0,4726203,4.1922,1235.65,1261.33,48.56,1306.51,1200.62,1253.57,583.21
2023-11-24,INFY,1250.62,1250.89,1218.49,1244.87,1365884,0.8809,1229.24,1260.77,45.37,1301.59,1201.08,1251.33,170.03
2023-11-27,INFY,1252.03,1266.68,1245.17,1248.19,2402238,0.2667,1229.57,1260.32,48.33,1292.65,1204.56,1248.61,299.84
2023-11-28,INFY,1271.86,1273.05,1268.0,1272.37,5146629,1.9372,1234.8,1260.71,55.87,1293.85,1204.21,1249.03,654.84
2023-11-29,INFY,1317.71,1339.86,1295.66,1321.36,3400665,3.8503,1248.56,1262.55,62.5,1306.72,1196.87,1251.79,449.35
2023-11-30,INFY,1346.08,1366.94,1326.37,1340.27,3137347,1.4311,1263.63,1264.96,63.07,1323.68,1188.24,1255.96,420.49
2023-12-01,INFY,1359.03,1381.49,1345.58,1361.15,2938733,1.5579,1288.89,1267.5,65.83,1343.92,1179.89,1261.91,400.01
2023-12-04,INFY,1359.75,1367.32,1349.72,1364.38,2383483,0.2373,1307.51,1269.5,63.58,1360.61,1172.67,1266.64,325.2
2023-12-05,INFY,1362.54,1378.17,1358.37,1361.68,1864777,-0.1979,1324.2,1272.13,61.69,1374.82,1168.95,1271.88,253.92
2023-12-06,INFY,1357.73,1366.29,1337.57,1351.73,4526719,-0.7307,1338.99,1273.82,69.33,1385.16,1169.67,1277.42,611.89
2023-12-07,INFY,1327.74,1339.33,1320.01,1334.36,2456286,-1.285,1347.85,1275.72,67.55,1391.32,1172.66,1281.99,327.76
2023-12-08,INFY,1316.68,1327.92,1315.1,1320.14,4986205,-1.0657,1347.67,1276.74,66.72,1395.08,1175.21,1285.15,658.25
2023-12-11,INFY,1297.95,1310.75,1289.2,1292.28,2043448,-2.1104,1340.82,1276.39,59.5,1396.05,1178.03,1287.04,264.07
2023-12-12,INFY,1286.82,1291.51,1280.82,1291.07,4467791,-0.0936,1330.81,1277.3,71.06,1396.62,1178.72,1287.67,576.82
2023-12-13,INFY,1252.23,1264.84,1250.83,1257.09,5336899,-2.6319,1315.48,1277.0,54.86,1395.83,1176.25,1286.04,670.9
2023-12-14,INFY,1262.18,1276.9,1260.56,1261.29,1089663,0.3341,1301.14,1277.14,53.55,1395.63,1177.99,1286.81,137.44
2023-12-15,INFY,1265.47,1286.54,1251.22,1260.91,3177952,-0.0301,1288.16,1277.77,52.79,1394.96,1181.17,1288.07,400.71
2023-12-18,INFY,1263.94,1265.84,1254.27,1264.23,2425396,0.2633,1278.14,1277.59,48.04,1393.44,1186.62,1290.03,306.63
2023-12-19,INFY,1260.26,1265.04,1249.12,1254.06,3759212,-0.8044,1268.7,1277.49,30.02,1392.58,1189.4,1290.99,471.43
2023-12-20,INFY,1320.07,1329.47,1314.09,1317.71,7252934,5.0755,1272.34,1280.05,44.71,1386.48,1208.84,1297.66,955.73
2023-12-21,INFY,1341.34,1348.28,1333.92,1347.08,2602158,2.2289,1280.34,1283.52,46.83,1389.42,1217.2,1303.31,350.53
2023-12-22,INFY,1327.4,1330.48,1319.97,1320.89,4064144,-1.9442,1289.45,1285.65,41.11,1388.97,1225.25,1307.11,536.83
2023-12-25,INFY,1324.97,1350.54,1314.15,1326.19,856354,0.4012,1298.72,1288.04,42.82,1388.36,1233.67,1311.01,113.57
2023-12-26,INFY,1310.93,1342.05,1306.9,1313.72,2209284,-0.9403,1306.27,1289.22,42.39,1388.26,1237.9,1313.08,290.24
2023-12-27,INFY,1293.68,1296.14,1292.08,1292.93,3976037,-1.5825,1310.37,1289.33,41.82,1387.25,1236.07,1311.66,514.07
2023-12-28,INFY,1263.38,1276.32,1254.28,1265.86,3692131,-2.0937,1312.05,1289.99,39.8,1384.91,1230.96,1307.94,467.37
2023-12-29,INFY,1269.73,1287.54,1267.89,1275.0,3811392,0.722,1305.95,1291.3,46.51,1377.65,1229.61,1303.63,485.95
2024-01-01,INFY,1255.24,1266.15,1243.15,1261.53,1112488,-1.0565,1293.73,1292.52,44.31,1368.94,1228.03,1298.49,140.34
2024-01-02,INFY,1280.93,1301.12,1280.36,1281.58,4120479,1.5893,1288.12,1294.08,54.99,1358.64,1230.33,1294.48,528.07
2024-01-03,INFY,1306.87,1313.65,1301.35,1302.48,3484972,1.6308,1284.73,1298.01,57.85,1350.45,1233.59,1292.02,453.91
2024-01-04,INFY,1332.76,1338.1,1329.94,1331.8,4578891,2.2511,1287.31,1301.27,62.17,1349.94,1233.84,1291.89,609.82
2024-01-05,INFY,1320.69,1321.13,1304.93,1314.13,3574836,-1.3268,1290.34,1303.58,58.17,1349.08,1234.1,1291.59,469.78
2024-01-08,INFY,1321.72,1335.01,1311.53,1324.54,1269422,0.7922,1298.72,1306.13,61.52,1352.56,1233.85,1293.2,168.14
2024-01-09,INFY,1335.44,1356.87,1329.5,1338.38,1310505,1.0449,1307.78,1308.33,54.04,1358.24,1232.9,1295.57,175.4
2024-01-10,INFY,1324.12,1338.91,1317.96,1328.64,3663797,-0.7277,1317.36,1308.57,46.1,1360.73,1237.56,1299.15,486.79
2024-01-11,INFY,1308.29,1319.56,1297.89,1312.7,5399006,-1.1997,1321.81,1307.65,48.19,1360.89,1242.54,1301.72,708.73
2024-01-12,INFY,1344.43,1378.79,1337.44,1347.32,4066268,2.6373,1328.22,1307.19,54.14,1365.29,1246.79,1306.04,547.86
2024-01-15,INFY,1356.57,1358.64,1338.12,1352.61,1943808,0.3926,1331.19,1306.8,57.83,1369.76,1251.16,1310.46,262.92
2024-01-16,INFY,1372.38,1381.25,1363.68,1366.83,5177959,1.0513,1338.72,1306.97,65.29,1374.25,1257.94,1316.1,707.74
2024-01-17,INFY,1355.76,1357.36,1346.94,1349.35,1526642,-1.2789,1342.26,1306.89,67.99,1377.71,1257.64,1317.68,206.0
2024-01-18,INFY,1320.11,1352.78,1305.44,1323.65,5546952,-1.9046,1340.16,1306.53,59.78,1375.02,1257.99,1316.51,734.22
2024-01-19,INFY,1317.01,1343.22,1306.95,1312.01,5132201,-0.8794,1337.78,1306.26,60.23,1374.57,1257.55,1316.06,673.35
2024-01-22,INFY,1307.53,1311.2,1303.17,1309.78,5073063,-0.17,1337.36,1306.85,56.16,1373.61,1256.87,1315.24,664.46
2024-01-23,INFY,1283.03,1312.4,1271.12,1288.02,3908883,-1.6613,1328.89,1306.74,46.85,1373.59,1254.33,1313.96,503.47
2024-01-24,INFY,1292.95,1330.55,1281.39,1288.18,3505188,0.0124,1319.69,1307.78,39.13,1373.74,1253.7,1313.72,451.53
2024-01-25,INFY,1255.91,1260.37,1244.91,1254.2,5822888,-2.6378,1303.6,1307.54,36.19,1375.3,1250.97,1313.14,730.31
2024-01-26,INFY,1228.14,1234.36,1216.8,1232.27,3134936,-1.7485,1286.87,1306.59,29.81,1381.11,1240.89,1311.0,386.31
2024-01-29,INFY,1245.04,1250.18,1241.57,1245.91,4112689,1.1069,1275.77,1305.98,29.75,1382.95,1237.49,1310.22,512.4
2024-01-30,INFY,1255.68,1259.95,1249.82,1258.36,5339698,0.9993,1268.1,1306.12,34.79,1384.41,1233.71,1309.06,671.93
2024-01-31,INFY,1253.81,1300.28,1248.63,1250.85,4289482,-0.5968,1259.68,1303.89,36.11,1386.19,1226.77,1306.48,536.55
2024-02-01,INFY,1230.42,1234.86,1216.01,1230.99,5719961,-1.5877,1251.54,1300.02,22.02,1386.94,1215.93,1301.44,704.12
2024-02-02,INFY,1217.19,1224.84,1201.67,1211.26,3139865,-1.6028,1240.55,1296.37,18.21,1390.52,1202.07,1296.29,380.32
2024-02-05,INFY,1199.02,1214.12,1187.74,1204.38,2816469,-0.568,1233.43,1292.31,12.21,1391.95,1188.62,1290.28,339.21
2024-02-06,INFY,1215.45,1221.64,1195.98,1217.21,4886370,1.0653,1231.28,1289.09,18.58,1388.24,1180.21,1284.23,594.77
2024-02-07,INFY,1235.54,1239.33,1225.76,1235.76,1822365,1.524,1229.83,1287.19,28.37,1383.54,1175.62,1279.58,225.2
2024-02-08,INFY,1226.37,1232.53,1218.22,1226.33,2016441,-0.7631,1225.25,1285.87,28.68,1380.6,1169.93,1275.26,247.28
2024-02-09,INFY,1202.02,1231.52,1193.45,1204.24,3218455,-1.8013,1218.6,1283.51,26.1,1372.27,1163.95,1268.11,387.58
2024-02-12,INFY,1212.52,1230.18,1209.07,1209.75,4536835,0.4575,1215.56,1281.78,30.87,1360.2,1161.73,1260.97,548.84
2024-02-13,INFY,1198.73,1200.78,1193.96,1194.25,4092890,-1.2813,1213.13,1278.87,28.64,1342.4,1162.27,1252.34,488.79
2024-02-14,INFY,1189.92,1224.48,1182.87,1184.72,3316511,-0.798,1210.32,1274.95,32.22,1326.61,1161.6,1244.11,392.91
2024-02-15,INFY,1214.14,1219.56,1198.33,1210.45,4023042,2.1718,1209.36,1270.9,44.52,1313.14,1163.75,1238.45,486.97
2024-02-16,INFY,1231.22,1271.77,1214.52,1226.92,4159017,1.3607,1208.09,1268.0,45.3,1300.46,1167.92,1234.19,510.28
2024-02-19,INFY,1230.99,1234.45,1224.29,1230.37,4399567,0.2812,1208.67,1264.86,42.75,1286.13,1174.32,1230.22,541.31
2024-02-20,INFY,1209.85,1226.4,1194.91,1205.92,5225647,-1.9872,1208.91,1260.44,39.3,1275.87,1176.36,1226.12,630.17
2024-02-21,INFY,1207.96,1231.97,1200.8,1210.34,3061755,0.3665,1209.0,1256.5,44.69,1262.88,1181.56,1222.22,370.58
2024-02-22,INFY,1230.19,1234.72,1206.94,1231.44,3336706,1.7433,1214.31,1253.79,55.15,1259.17,1183.0,1221.09,410.9
2024-02-23,INFY,1222.17,1237.04,1216.88,1224.41,3326886,-0.5709,1219.98,1249.69,55.11,1258.45,1182.93,1220.69,407.35
2024-02-26,INFY,1251.1,1288.04,1241.53,1251.51,1384238,2.2133,1225.84,1246.32,58.15,1259.59,1182.35,1220.97,173.24
2024-02-27,INFY,1275.29,1288.29,1274.23,1278.03,5408447,2.119,1233.15,1243.36,59.68,1265.3,1178.62,1221.96,691.22
2024-02-28,INFY,1318.93,1331.15,1300.54,1312.87,2901697,2.7261,1244.93,1242.15,67.75,1283.39,1166.73,1225.06,380.96
2024-02-29,INFY,1317.2,1322.31,1317.12,1319.67,1355386,0.5179,1261.18,1242.01,75.26,1301.58,1157.4,1229.49,178.87
2024-03-01,INFY,1327.14,1351.25,1323.26,1332.5,2609264,0.9722,1278.63,1242.7,76.03,1320.44,1150.67,1235.55,347.68
2024-03-04,INFY,1363.75,1367.73,1350.32,1363.38,3058225,2.3174,1297.48,1244.48,83.67,1344.37,1142.63,1243.5,416.95
2024-03-05,INFY,1367.48,1374.07,1362.56,1373.56,4807658,0.7467,1318.79,1247.33,87.5,1366.79,1135.85,1251.32,660.36
2024-03-06,INFY,1357.66,1367.0,1343.53,1362.97,2657941,-0.771,1334.71,1249.83,82.22,1383.12,1132.24,1257.68,362.27
2024-03-07,INFY,1349.8,1370.32,1344.63,1353.6,3108999,-0.6875,1345.51,1253.14,77.59,1395.56,1132.53,1264.04,420.83
2024-03-08,INFY,1358.68,1377.11,1352.49,1359.16,2509881,0.4108,1352.12,1257.37,77.8,1406.68,1136.9,1271.79,341.13
2024-03-11,INFY,1330.86,1340.7,1316.94,1331.75,3651888,-2.0167,1353.85,1260.23,76.81,1412.0,1143.79,1277.89,486.34
2024-03-12,INFY,1333.06,1358.18,1327.97,1329.08,3164940,-0.2005,1353.36,1262.59,75.49,1414.52,1154.74,1284.63,420.65
2024-03-13,INFY,1356.22,1357.86,1339.8,1352.98,3480739,1.7982,1351.87,1265.99,75.78,1417.37,1168.72,1293.05,470.94
2024-03-14,INFY,1305.77,1307.25,1292.19,1306.73,2030144,-3.4184,1342.32,1268.52,64.97,1416.02,1179.7,1297.86,265.29
2024-03-15,INFY,1337.36,1342.0,1332.93,1339.59,5593031,2.5147,1338.98,1272.8,65.69,1418.1,1188.89,1303.49,749.24
2024-03-18,INFY,1361.74,1384.67,1358.85,1364.24,5895046,1.8401,1340.5,1278.12,65.46,1422.42,1197.95,1310.19,804.23
2024-03-19,INFY,1358.33,1361.88,1353.47,1354.62,3723976,-0.7052,1339.86,1282.7,58.23,1420.05,1215.19,1317.62,504.46
2024-03-20,INFY,1360.71,1368.62,1359.87,1366.83,3364710,0.9014,1344.87,1287.07,59.1,1416.66,1234.23,1325.45,459.9
2024-03-21,INFY,1360.62,1383.83,1353.71,1367.28,3523042,0.0329,1350.32,1291.77,57.05,1413.69,1250.79,1332.24,481.7
2024-03-22,INFY,1398.97,1411.28,1390.4,1394.85,4365643,2.0164,1356.31,1298.13,56.47,1409.36,1272.16,1340.76,608.94
2024-03-25,INFY,1417.03,1420.11,1415.64,1417.35,1180951,1.6131,1372.11,1305.05,58.57,1412.1,1286.01,1349.05,167.38
2024-03-26,INFY,1381.22,1392.64,1380.77,1386.34,5939133,-2.1879,1378.79,1311.45,54.23,1409.98,1298.95,1354.47,823.37
2024-03-27,INFY,1396.12,1428.39,1386.86,1399.82,3992555,0.9723,1383.87,1318.62,58.25,1414.23,1303.4,1358.82,558.89
2024-03-28,INFY,1401.65,1423.32,1394.47,1395.61,4237818,-0.3008,1389.73,1324.79,56.54,1417.14,1308.09,1362.61,591.43
2024-03-29,INFY,1402.89,1421.31,1396.42,1397.86,2174976,0.1612,1394.16,1330.49,63.03,1420.64,1311.12,1365.88,304.03
2024-04-01,INFY,1384.95,1393.82,1380.4,1382.05,2452841,-1.131,1396.27,1335.54,59.93,1422.03,1311.6,1366.81,338.99
2024-04-02,INFY,1421.4,1427.03,1421.08,1421.65,4287324,2.8653,1400.1,1342.74,62.16,1429.61,1308.82,1369.22,609.51
2024-04-03,INFY,1446.2,1464.15,1445.15,1445.91,4753480,1.7065,1404.18,1350.59,76.72,1442.69,1304.04,1373.37,687.31
2024-04-04,INFY,1436.09,1458.49,1424.98,1429.3,5065546,-1.1488,1410.31,1357.18,68.37,1450.1,1304.2,1377.15,724.02
2024-04-05,INFY,1406.01,1437.87,1386.76,1399.49,1633147,-2.0856,1410.27,1363.02,57.07,1452.25,1306.08,1379.17,228.56
2024-04-08,INFY,1387.31,1402.08,1375.62,1391.27,5274775,-0.5874,1409.65,1367.68,57.39,1451.87,1312.42,1382.14,733.86
2024-04-09,INFY,1405.73,1413.91,1394.16,1401.37,5161144,0.726,1410.15,1371.79,57.02,1451.27,1320.25,1385.76,723.27
2024-04-10,INFY,1402.9,1451.07,1375.1,1407.16,1986714,0.4132,1413.74,1374.93,57.94,1452.74,1324.19,1388.47,279.56
2024-04-11,INFY,1431.95,1450.98,1421.57,1436.06,5119811,2.0538,1415.79,1378.81,58.16,1449.93,1339.93,1394.93,735.24
2024-04-12,INFY,1457.29,1471.11,1441.19,1454.73,3056652,1.3001,1417.05,1382.89,57.51,1455.4,1345.98,1400.69,444.66
2024-04-15,INFY,1476.49,1486.37,1469.15,1477.89,2870396,1.592,1424.0,1386.7,69.0,1468.28,1344.46,1406.37,424.21
2024-04-16,INFY,1492.47,1496.12,1465.29,1486.06,4425459,0.5528,1436.36,1390.45,68.31,1479.46,1346.43,1412.94,657.65
2024-04-17,INFY,1447.83,1460.85,1445.48,1453.8,1327195,-2.1708,1445.3,1393.48,61.04,1482.47,1352.12,1417.29,192.95
2024-04-18,INFY,1449.83,1459.01,1428.2,1449.66,1400005,-0.2848,1452.19,1396.68,59.76,1483.63,1359.2,1421.41,202.95
2024-04-19,INFY,1481.04,1495.72,1459.42,1474.87,2867910,1.739,1461.87,1400.54,66.88,1490.65,1360.17,1425.41,422.98
2024-04-22,INFY,1480.02,1500.74,1454.24,1474.06,4987217,-0.0549,1467.3,1405.28,61.1,1496.86,1359.64,1428.25,735.15
2024-04-23,INFY,1481.28,1513.36,1466.29,1486.39,2669931,0.8365,1471.82,1410.53,59.03,1503.56,1362.94,1433.25,396.86
2024-04-24,INFY,1477.28,1512.6,1468.3,1479.25,4187819,-0.4804,1472.01,1414.74,61.63,1508.55,1365.9,1437.22,619.48
2024-04-25,INFY,1457.21,1464.98,1444.23,1455.48,4542574,-1.6069,1467.64,1419.69,63.42,1509.17,1371.26,1440.22,661.16
2024-04-26,INFY,1448.07,1457.53,1442.94,1453.02,1520839,-0.169,1467.53,1423.48,65.22,1509.16,1376.79,1442.97,220.98
2024-04-29,INFY,1467.47,1476.94,1453.8,1460.63,1094963,0.5237,1469.1,1426.69,64.78,1506.9,1386.91,1446.9,159.93
2024-04-30,INFY,1451.79,1470.44,1431.89,1445.79,4461884,-1.016,1464.95,1429.73,59.22,1506.92,1389.3,1448.11,645.09
2024-05-01,INFY,1435.95,1459.17,1418.08,1440.75,2184540,-0.3486,1460.19,1432.19,51.26,1506.75,1388.95,1447.85,314.74
2024-05-02,INFY,1414.27,1424.67,1411.81,1419.65,4212585,-1.4645,1450.65,1433.94,40.67,1507.06,1387.68,1447.37,598.04
2024-05-03,INFY,1439.72,1472.62,1416.71,1445.71,4469644,1.8357,1445.86,1435.63,41.57,1504.99,1394.37,1449.68,646.18
2024-05-06,INFY,1445.21,1453.71,1431.11,1439.32,4630646,-0.442,1443.55,1436.37,37.65,1500.44,1403.72,1452.08,666.5
2024-05-07,INFY,1469.07,1482.58,1464.8,1473.58,5148501,2.3803,1446.49,1439.27,55.17,1498.59,1412.8,1455.69,758.67
2024-05-08,INFY,1509.23,1520.35,1506.64,1510.49,3072522,2.5048,1453.61,1442.96,63.58,1504.03,1417.69,1460.86,464.1
2024-05-09,INFY,1508.19,1519.43,1506.31,1508.96,3623558,-0.1013,1462.64,1446.74,58.51,1511.04,1417.97,1464.5,546.78
2024-05-10,INFY,1486.69,1496.49,1474.03,1485.22,4765521,-1.5733,1468.99,1449.65,52.5,1513.21,1418.85,1466.03,707.78
2024-05-13,INFY,1430.72,1442.67,1417.98,1436.87,3190697,-3.2554,1471.45,1451.48,40.45,1512.53,1415.43,1463.98,458.46
2024-05-14,INFY,1399.98,1413.35,1398.26,1403.82,3402276,-2.3001,1465.47,1450.89,36.77,1514.14,1405.59,1459.87,477.62
2024-05-15,INFY,1379.61,1382.73,1362.7,1373.68,1289491,-2.147,1456.09,1448.48,35.97,1522.45,1389.27,1455.86,177.13
2024-05-16,INFY,1410.45,1415.86,1401.13,1404.71,3649478,2.2589,1446.25,1447.66,42.45,1524.01,1383.22,1453.61,512.65
2024-05-17,INFY,1411.67,1425.33,1407.06,1407.71,2617815,0.2136,1431.57,1447.93,41.61,1522.76,1377.75,1450.25,368.51
2024-05-20,INFY,1410.1,1435.98,1401.03,1416.91,2084700,0.6535,1418.42,1448.79,45.34,1520.45,1374.34,1447.4,295.38
2024-05-21,INFY,1365.47,1382.54,1364.75,1367.84,2249826,-3.4632,1401.65,1447.67,39.7,1520.22,1362.72,1441.47,307.74
2024-05-22,INFY,1343.96,1368.23,1321.66,1342.24,4823489,-1.8716,1388.13,1445.5,39.2,1522.8,1346.44,1434.62,647.43
2024-05-23,INFY,1358.75,1367.52,1344.37,1361.81,1553283,1.458,1382.13,1443.03,38.08,1523.25,1336.62,1429.94,211.53
2024-05-24,INFY,1374.07,1386.33,1363.31,1368.46,2576509,0.4883,1381.38,1440.15,39.94,1522.23,1329.19,1425.71,352.58
2024-05-27,INFY,1367.45,1372.27,1364.35,1365.62,2815432,-0.2075,1375.8,1436.41,33.17,1519.57,1322.34,1420.96,384.48
2024-05-28,INFY,1372.5,1414.46,1368.11,1378.4,2647612,0.9358,1371.61,1432.82,27.73,1517.23,1317.95,1417.59,364.95
2024-05-29,INFY,1421.14,1442.03,1402.67,1415.35,1460755,2.6806,1371.39,1431.54,35.9,1515.36,1317.27,1416.32,206.75
2024-05-30,INFY,1417.21,1427.29,1410.51,1410.75,1922079,-0.325,1377.52,1430.24,38.1,1514.93,1316.81,1415.87,271.16
2024-05-31,INFY,1406.74,1435.22,1392.52,1412.71,1986891,0.1389,1387.59,1428.17,45.47,1512.28,1316.16,1414.22,280.69
2024-06-03,INFY,1417.93,1440.11,1409.04,1417.47,1191166,0.3369,1395.54,1426.29,52.87,1510.5,1315.76,1413.13,168.84
2024-06-04,INFY,1470.29,1498.27,1462.74,1473.19,2189348,3.9309,1410.5,1425.85,68.87,1510.43,1315.79,1413.11,322.53
2024-06-05,INFY,1423.39,1435.98,1403.97,1424.92,3231554,-3.2766,1418.97,1424.04,53.6,1495.01,1322.65,1408.83,460.47
2024-06-06,INFY,1436.37,1453.5,1436.33,1440.99,4331318,1.1278,1427.91,1423.55,55.66,1479.5,1331.37,1405.43,624.14
2024-06-07,INFY,1439.87,1473.86,1422.85,1438.75,2755123,-0.1554,1431.25,1423.08,53.8,1469.11,1337.11,1403.11,396.39
2024-06-10,INFY,1458.91,1464.17,1445.61,1452.26,1769290,0.939,1437.18,1422.8,66.78,1471.87,1335.89,1403.88,256.95
